employee_name,gender,start_leave_date,to_leave_date,leave_type,manager_name,team_name
'Margarita Culverhouse',female,2023-01-05,2023-01-07,'Sick Leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2023-01-24,2023-01-25,'Casual Leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-12-28,2022-12-30,'Casual Leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-07-02,2022-07-02,'Earned leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-09-15,2022-09-17,'Earned leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-07-29,2022-07-30,'Earned leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-10-01,2022-10-01,'Earned leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-09-30,2022-09-30,'Earned leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-10-19,2022-10-20,'Casual Leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-07-04,2022-07-05,'Casual Leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-12-06,2022-12-07,'Earned leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-08-07,2022-08-09,'Casual Leave','Juan Myers DVM',IT
'Margarita Culverhouse',female,2022-08-14,2022-08-15,'Casual Leave','Juan Myers DVM',IT
'Johnna Nassau',female,2022-02-17,2022-02-18,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-03-30,2022-03-30,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-03-31,2022-03-31,'Earned leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-04-24,2022-04-25,'Casual Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-01-07,2022-01-08,'Casual Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-05-14,2022-05-15,'Earned leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-06-05,2022-06-06,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-05-08,2022-05-10,'Casual Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-03-07,2022-03-07,'Casual Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-05-30,2022-05-30,'Earned leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-05-06,2022-05-06,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2023-06-27,2023-06-27,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2023-03-27,2023-03-28,'Casual Leave','Rebecca Davis',Security
'Johnna Nassau',female,2023-03-26,2023-03-27,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2023-01-10,2023-01-12,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2023-04-12,2023-04-13,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2023-02-27,2023-02-28,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2023-05-15,2023-05-15,'Earned leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-07-10,2022-07-11,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-12-04,2022-12-05,'Earned leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-07-15,2022-07-16,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-07-13,2022-07-14,'Earned leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-12-26,2022-12-26,'Earned leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-09-27,2022-09-27,'Sick Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-10-08,2022-10-09,'Casual Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-12-14,2022-12-16,'Casual Leave','Rebecca Davis',Security
'Johnna Nassau',female,2022-09-27,2022-09-28,'Earned leave','Rebecca Davis',Security
'Raynell Coney',male,2022-01-18,2022-01-19,'Earned leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-01-29,2022-01-30,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-01-24,2022-01-26,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-03-03,2022-03-05,'Casual Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-05-12,2022-05-13,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-02-02,2022-02-03,'Earned leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-01-16,2022-01-17,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-01-10,2022-01-11,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2023-02-28,2023-03-01,'Casual Leave','Rebecca Davis',Sales
'Raynell Coney',male,2023-01-18,2023-01-18,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2023-03-27,2023-03-27,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2023-01-24,2023-01-25,'Casual Leave','Rebecca Davis',Sales
'Raynell Coney',male,2023-05-05,2023-05-07,'Casual Leave','Rebecca Davis',Sales
'Raynell Coney',male,2023-01-10,2023-01-11,'Earned leave','Rebecca Davis',Sales
'Raynell Coney',male,2023-05-19,2023-05-19,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2023-02-27,2023-02-28,'Earned leave','Rebecca Davis',Sales
'Raynell Coney',male,2023-04-19,2023-04-20,'Casual Leave','Rebecca Davis',Sales
'Raynell Coney',male,2023-04-29,2023-04-29,'Casual Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-12-20,2022-12-22,'Earned leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-07-09,2022-07-10,'Casual Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-08-28,2022-08-30,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-10-22,2022-10-23,'Casual Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-07-25,2022-07-27,'Casual Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-07-29,2022-07-30,'Earned leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-12-14,2022-12-16,'Earned leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-09-25,2022-09-25,'Earned leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-10-30,2022-10-31,'Casual Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-09-21,2022-09-22,'Earned leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-12-11,2022-12-12,'Earned leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-08-28,2022-08-29,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-12-14,2022-12-16,'Sick Leave','Rebecca Davis',Sales
'Raynell Coney',male,2022-09-03,2022-09-04,'Casual Leave','Rebecca Davis',Sales
'Cassey Greenlees',female,2022-01-31,2022-02-01,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-04-28,2022-04-30,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-01-01,2022-01-01,'Sick Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-01-18,2022-01-19,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-01-03,2022-01-04,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-06-22,2022-06-22,'Sick Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-06-26,2023-06-26,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-01-25,2023-01-26,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-04-19,2023-04-20,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-01-05,2023-01-07,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-06-29,2023-07-01,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-03-02,2023-03-04,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-03-12,2023-03-13,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-01-14,2023-01-15,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-03-14,2023-03-15,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-06-17,2023-06-17,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-05-02,2023-05-03,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-04-22,2023-04-23,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-01-26,2023-01-26,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-02-09,2023-02-11,'Sick Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-06-28,2023-06-28,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-05-27,2023-05-27,'Sick Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2023-03-14,2023-03-16,'Sick Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-09-30,2022-09-30,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-08-11,2022-08-12,'Sick Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-11-21,2022-11-23,'Sick Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-12-10,2022-12-11,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-10-21,2022-10-21,'Sick Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-12-14,2022-12-15,'Sick Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-11-21,2022-11-23,'Earned leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-07-18,2022-07-19,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-07-08,2022-07-09,'Sick Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-10-15,2022-10-15,'Casual Leave','Benjamin Jensen',HR
'Cassey Greenlees',female,2022-12-25,2022-12-27,'Earned leave','Benjamin Jensen',HR
'Feodor Dooland',male,2022-03-26,2022-03-27,'Sick Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-03-29,2022-03-30,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-02-17,2022-02-19,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-06-01,2022-06-03,'Sick Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-05-18,2022-05-19,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-05-22,2022-05-23,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-01-13,2022-01-14,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-04-06,2022-04-07,'Sick Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-04-06,2022-04-07,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-05-13,2022-05-13,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-01-30,2023-01-30,'Sick Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-01-04,2023-01-05,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-04-20,2023-04-21,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-01-31,2023-02-01,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-03-27,2023-03-29,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-05-05,2023-05-06,'Sick Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-05-29,2023-05-31,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-06-01,2023-06-02,'Sick Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-04-10,2023-04-11,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-06-10,2023-06-10,'Sick Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-06-06,2023-06-07,'Sick Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-06-15,2023-06-16,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2023-05-29,2023-05-30,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-10-12,2022-10-13,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-08-27,2022-08-28,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-12-20,2022-12-20,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-08-29,2022-08-29,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-11-02,2022-11-02,'Earned leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-11-15,2022-11-16,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-07-07,2022-07-08,'Casual Leave','Brenda Jefferson',Sales
'Feodor Dooland',male,2022-09-28,2022-09-29,'Earned leave','Brenda Jefferson',Sales
'Sashenka Melvin',male,2022-01-13,2022-01-14,'Casual Leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-04-26,2022-04-26,'Sick Leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-02-07,2022-02-08,'Earned leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-01-13,2022-01-14,'Sick Leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-03-26,2022-03-26,'Earned leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-06-08,2022-06-09,'Casual Leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-03-13,2022-03-14,'Casual Leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-03-24,2022-03-24,'Casual Leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-06-17,2022-06-18,'Earned leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-05-29,2022-05-29,'Earned leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-03-08,2022-03-10,'Sick Leave','Tammy Carey',HR
'Sashenka Melvin',male,2023-03-28,2023-03-29,'Sick Leave','Tammy Carey',HR
'Sashenka Melvin',male,2023-04-28,2023-04-28,'Sick Leave','Tammy Carey',HR
'Sashenka Melvin',male,2023-03-16,2023-03-17,'Earned leave','Tammy Carey',HR
'Sashenka Melvin',male,2023-04-23,2023-04-24,'Casual Leave','Tammy Carey',HR
'Sashenka Melvin',male,2023-03-28,2023-03-29,'Casual Leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-10-01,2022-10-02,'Earned leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-09-13,2022-09-14,'Sick Leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-08-18,2022-08-20,'Earned leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-10-10,2022-10-12,'Earned leave','Tammy Carey',HR
'Sashenka Melvin',male,2022-12-27,2022-12-28,'Sick Leave','Tammy Carey',HR
'Seana Poston',female,2022-05-09,2022-05-11,'Casual Leave','Sabrina Martin',IT
'Seana Poston',female,2022-05-23,2022-05-25,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2022-04-24,2022-04-25,'Earned leave','Sabrina Martin',IT
'Seana Poston',female,2022-03-17,2022-03-18,'Earned leave','Sabrina Martin',IT
'Seana Poston',female,2022-06-17,2022-06-19,'Earned leave','Sabrina Martin',IT
'Seana Poston',female,2022-03-31,2022-03-31,'Earned leave','Sabrina Martin',IT
'Seana Poston',female,2022-01-03,2022-01-03,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2022-03-02,2022-03-02,'Earned leave','Sabrina Martin',IT
'Seana Poston',female,2022-04-08,2022-04-10,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2022-04-16,2022-04-18,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2022-01-25,2022-01-25,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2023-03-13,2023-03-14,'Earned leave','Sabrina Martin',IT
'Seana Poston',female,2023-04-30,2023-05-02,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2023-05-29,2023-05-30,'Earned leave','Sabrina Martin',IT
'Seana Poston',female,2023-01-24,2023-01-26,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2023-04-14,2023-04-16,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2023-05-05,2023-05-06,'Casual Leave','Sabrina Martin',IT
'Seana Poston',female,2023-05-06,2023-05-07,'Casual Leave','Sabrina Martin',IT
'Seana Poston',female,2023-05-07,2023-05-07,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2023-05-27,2023-05-27,'Earned leave','Sabrina Martin',IT
'Seana Poston',female,2023-01-15,2023-01-17,'Casual Leave','Sabrina Martin',IT
'Seana Poston',female,2022-11-24,2022-11-25,'Casual Leave','Sabrina Martin',IT
'Seana Poston',female,2022-10-13,2022-10-14,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2022-10-23,2022-10-23,'Casual Leave','Sabrina Martin',IT
'Seana Poston',female,2022-08-16,2022-08-16,'Casual Leave','Sabrina Martin',IT
'Seana Poston',female,2022-12-17,2022-12-17,'Casual Leave','Sabrina Martin',IT
'Seana Poston',female,2022-07-15,2022-07-17,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2022-08-27,2022-08-29,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2022-10-18,2022-10-18,'Sick Leave','Sabrina Martin',IT
'Seana Poston',female,2022-12-03,2022-12-04,'Casual Leave','Sabrina Martin',IT
'Seana Poston',female,2022-09-08,2022-09-09,'Sick Leave','Sabrina Martin',IT
'Merrili Cumberbatch',female,2022-03-20,2022-03-21,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-03-10,2022-03-11,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-02-09,2022-02-09,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-03-11,2022-03-11,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-04-28,2022-04-28,'Sick Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-03-21,2022-03-22,'Sick Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-02-04,2022-02-06,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-05-27,2022-05-28,'Casual Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-04-03,2022-04-03,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-01-11,2022-01-12,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2023-01-27,2023-01-27,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2023-02-16,2023-02-18,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2023-03-11,2023-03-12,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2023-03-03,2023-03-04,'Sick Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2023-01-27,2023-01-28,'Sick Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2023-03-10,2023-03-10,'Sick Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2023-04-05,2023-04-06,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-12-30,2022-12-30,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-09-04,2022-09-05,'Casual Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-08-21,2022-08-22,'Sick Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-12-21,2022-12-23,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-07-22,2022-07-24,'Sick Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-11-28,2022-11-29,'Earned leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-10-07,2022-10-08,'Sick Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-12-21,2022-12-22,'Casual Leave','Juan Myers DVM',AI
'Merrili Cumberbatch',female,2022-07-03,2022-07-04,'Casual Leave','Juan Myers DVM',AI
'Emera Andrysiak',male,2022-03-02,2022-03-03,'Earned leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-06-14,2022-06-16,'Casual Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-06-16,2022-06-17,'Earned leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-05-12,2022-05-13,'Earned leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-04-14,2022-04-15,'Earned leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-01-13,2022-01-14,'Sick Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-04-22,2022-04-23,'Earned leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-02-19,2022-02-20,'Sick Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-01-01,2022-01-02,'Casual Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-05-24,2022-05-25,'Earned leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2023-06-16,2023-06-17,'Earned leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2023-03-02,2023-03-04,'Casual Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2023-02-26,2023-02-26,'Earned leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2023-06-07,2023-06-08,'Sick Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2023-03-01,2023-03-02,'Casual Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2023-03-01,2023-03-02,'Casual Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2023-01-05,2023-01-06,'Casual Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2023-04-11,2023-04-13,'Sick Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2023-05-15,2023-05-15,'Sick Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-09-14,2022-09-16,'Earned leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-11-25,2022-11-26,'Sick Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-08-22,2022-08-24,'Casual Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-08-13,2022-08-13,'Earned leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-07-24,2022-07-25,'Sick Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-12-25,2022-12-25,'Casual Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-09-28,2022-09-28,'Sick Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-09-15,2022-09-16,'Sick Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-11-05,2022-11-06,'Casual Leave','Brenda Jefferson',AI
'Emera Andrysiak',male,2022-10-26,2022-10-26,'Sick Leave','Brenda Jefferson',AI
'Gaby Parrot',female,2022-03-18,2022-03-20,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-04-09,2022-04-10,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-01-30,2022-02-01,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-03-04,2022-03-06,'Earned leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-06-14,2022-06-15,'Sick Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-06-19,2022-06-20,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-05-17,2022-05-18,'Earned leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-03-02,2022-03-02,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-01-22,2022-01-24,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2023-06-14,2023-06-15,'Earned leave','Barbara Olson',Platform team
'Gaby Parrot',female,2023-05-23,2023-05-25,'Earned leave','Barbara Olson',Platform team
'Gaby Parrot',female,2023-05-26,2023-05-27,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2023-06-29,2023-06-30,'Earned leave','Barbara Olson',Platform team
'Gaby Parrot',female,2023-03-23,2023-03-24,'Sick Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2023-05-18,2023-05-18,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2023-03-07,2023-03-09,'Earned leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-10-22,2022-10-24,'Earned leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-12-18,2022-12-18,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-11-28,2022-11-29,'Earned leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-11-21,2022-11-21,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-07-06,2022-07-08,'Sick Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-11-29,2022-12-01,'Earned leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-08-18,2022-08-19,'Sick Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-07-21,2022-07-23,'Earned leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-12-18,2022-12-20,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-11-08,2022-11-09,'Casual Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-08-10,2022-08-10,'Sick Leave','Barbara Olson',Platform team
'Gaby Parrot',female,2022-08-06,2022-08-08,'Earned leave','Barbara Olson',Platform team
'Allegra Magne',male,2022-01-26,2022-01-28,'Casual Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-04-11,2022-04-13,'Earned leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-06-27,2022-06-29,'Earned leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-02-05,2022-02-07,'Earned leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-06-08,2022-06-08,'Earned leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-03-21,2022-03-22,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-05-19,2022-05-21,'Casual Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-05-25,2022-05-27,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-03-05,2022-03-06,'Earned leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-05-14,2022-05-16,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-02-16,2022-02-16,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-03-27,2022-03-28,'Casual Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-02-03,2023-02-03,'Casual Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-02-22,2023-02-23,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-02-01,2023-02-03,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-05-15,2023-05-16,'Earned leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-01-11,2023-01-12,'Earned leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-03-23,2023-03-25,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-01-23,2023-01-24,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-03-05,2023-03-05,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-04-18,2023-04-18,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-01-04,2023-01-05,'Sick Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-02-23,2023-02-23,'Casual Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-04-27,2023-04-28,'Casual Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2023-04-29,2023-04-29,'Casual Leave','Sabrina Martin',Platform team
'Allegra Magne',male,2022-07-12,2022-07-13,'Earned leave','Sabrina Martin',Platform team
